id,language,currentEducation,experienceYears,interest_list,skill_list,learningResource_list,tools_list
5f2416a4-cfdf-488f-a3c0-5c7707d0f4ef,Bengali,Elementary,1,"['Cognitive Computing', 'Neural Networks', 'Machine Learning', 'Autonomous Vehicles', 'Robotics', 'Recommender Systems', 'AI Ethics', 'AI in Healthcare', 'Speech Recognition', 'Natural Language Processing', '', 'AI for Games', 'Deep Learning', 'Computer Vision', 'Generative AI', 'Expert Systems', 'AI in Education', 'AI in Finance', 'Reinforcement Learning']","['Generative AI', '']","['DeepLearning.ai', 'Coursera', 'Stanford Online', 'Kaggle', 'Google AI', 'YouTube']","['IBM Watson', 'RapidMiner', 'Weka', 'PyTorch', 'Amazon SageMaker', 'BigML', 'TensorFlow', 'OpenCV', 'DataRobot', 'Scikit-learn', 'OpenAI GPT', 'Google Cloud AI', 'Microsoft Azure AI', '']"
60a0c96a-dfe8-45b3-b941-3191e4b004d4,Mandarin,Undergraduate Degree,3,"['Machine Learning', '', 'Deep Learning', 'Neural Networks', 'AI in Finance', 'AI in Healthcare', 'Autonomous Vehicles', 'AI for Games', 'Reinforcement Learning', 'Recommender Systems', 'Natural Language Processing', 'AI Ethics', 'AI Planning and Optimization', 'Computer Vision', 'Expert Systems', 'Robotics', 'Speech Recognition', 'Generative AI', 'Cognitive Computing']","['AI Planning and Optimization', 'Neural Networks', 'AI in Education', 'AI in Finance', 'Machine Learning', 'Reinforcement Learning', 'Speech Recognition', 'Recommender Systems']","['edX', 'YouTube', 'Kaggle']","['', 'Hugging Face Transformers', 'PyTorch', 'Scikit-learn', 'OpenCV']"
612dc0db-0284-42e9-8681-9fd4379243ae,French,Master Degree,4,"['Robotics', 'Natural Language Processing', 'Neural Networks', 'Expert Systems', '']","['AI Ethics', 'AI Planning and Optimization', 'Recommender Systems', 'Machine Learning', 'Generative AI', 'AI in Education', '', 'Neural Networks', 'Natural Language Processing']",['Stanford Online'],"['Google Cloud AI', 'Amazon SageMaker', 'RapidMiner', 'Microsoft Azure AI', 'TensorFlow', 'BigML', 'Scikit-learn', 'IBM Watson', 'OpenCV']"
638863f7-d941-48a2-bf7c-0aafed7618db,Korean,Elementary,1,"['Computer Vision', 'Recommender Systems', 'AI Ethics', '']","['Neural Networks', 'Generative AI']","['Harvard Online', 'Kaggle', 'Stanford Online', 'MIT OpenCourseWare', 'Coursera', 'edX', '', 'DeepLearning.ai']","['Amazon SageMaker', 'IBM Watson', 'TensorFlow', 'Keras']"
63cd86a2-132b-495c-9f08-70b32376fbb5,English,Elementary,1,"['Recommender Systems', 'Cognitive Computing', 'AI for Games', 'AI Ethics', 'Neural Networks', 'Deep Learning', '', 'Machine Learning']","['Generative AI', 'AI in Education']","['Kaggle', 'Udemy', 'DeepLearning.ai', 'MIT OpenCourseWare', 'Google AI', 'GitHub', 'Harvard Online', '']","['TensorFlow', 'Microsoft Azure AI']"
66e10417-49f3-487e-8246-9530312d807d,Italian,Undergraduate Degree,3,"['Computer Vision', 'Robotics', 'Neural Networks', '']","['Machine Learning', 'Reinforcement Learning', 'Expert Systems', 'AI in Healthcare', 'Recommender Systems', 'Robotics', 'Natural Language Processing']","['YouTube', 'edX', 'GitHub', '', 'MIT OpenCourseWare', 'DeepLearning.ai', 'Kaggle', 'Harvard Online', 'Udemy', 'Stanford Online']","['IBM Watson', 'Keras', 'OpenCV', 'Google Cloud AI', 'PyTorch', 'TensorFlow', 'Scikit-learn', 'BigML']"
6781de30-d854-47cb-89d9-ee8579b471af,Mandarin,Middle School,1,"['AI for Games', 'Neural Networks', 'Robotics', 'AI Ethics', 'Autonomous Vehicles', 'Deep Learning', 'Expert Systems', 'Reinforcement Learning', 'Cognitive Computing', 'Machine Learning', '', 'Generative AI']","['Reinforcement Learning', 'Robotics', 'Cognitive Computing']","['Stanford Online', '', 'DeepLearning.ai', 'MIT OpenCourseWare']","['OpenAI GPT', 'Scikit-learn', 'BigML', 'Amazon SageMaker', 'Keras', 'TensorFlow']"
6bc4b69c-7fc0-4ebf-bc7e-161d4b2f3dd8,French,Elementary,1,"['AI Ethics', 'Recommender Systems', '', 'Natural Language Processing', 'Speech Recognition', 'AI in Finance', 'AI in Education', 'Computer Vision', 'Deep Learning', 'AI for Games', 'Machine Learning', 'Cognitive Computing', 'AI in Healthcare', 'AI Planning and Optimization']","['Autonomous Vehicles', 'AI for Games']",['Kaggle'],"['Amazon SageMaker', 'IBM Watson', 'Microsoft Azure AI', 'Hugging Face Transformers', '', 'OpenAI GPT', 'RapidMiner']"
6c49b6ea-1f05-4d38-82f2-a8604f822592,Swedish,Middle School,1,"['Neural Networks', 'Autonomous Vehicles', 'Natural Language Processing', 'Speech Recognition', 'Computer Vision', 'AI Planning and Optimization', 'AI in Healthcare', 'Generative AI', 'Deep Learning', 'AI Ethics']","['Machine Learning', 'AI in Healthcare', 'Reinforcement Learning']","['DeepLearning.ai', 'YouTube', 'Harvard Online', 'Kaggle', 'MIT OpenCourseWare', 'Stanford Online', 'GitHub', 'Google AI']",['PyTorch']
6e8bd847-429a-4fb1-8b2a-272551087b69,German,Undergraduate Degree,3,"['AI Planning and Optimization', 'AI in Finance', 'AI for Games', 'Natural Language Processing', 'Expert Systems', 'AI in Education', 'Deep Learning', '', 'AI in Healthcare', 'Recommender Systems', 'Neural Networks', 'Reinforcement Learning', 'AI Ethics', 'Robotics', 'Cognitive Computing', 'Computer Vision', 'Generative AI', 'Speech Recognition', 'Machine Learning']","['AI Planning and Optimization', 'AI in Healthcare', 'AI in Finance', 'Deep Learning', 'Machine Learning', 'Expert Systems', 'Natural Language Processing']","['Udemy', 'Google AI', '', 'Stanford Online', 'Coursera', 'MIT OpenCourseWare', 'DeepLearning.ai']","['Keras', 'Amazon SageMaker', 'DataRobot', 'Microsoft Azure AI', 'Weka', 'Hugging Face Transformers', 'TensorFlow', 'BigML', 'Scikit-learn', '', 'OpenCV']"
72a44fa5-4b36-4101-82e8-2c6dd1998bee,Japanese,Master Degree,4,"['Recommender Systems', 'Expert Systems', 'AI in Finance', 'AI for Games', 'AI Ethics', 'Robotics', 'Generative AI', 'Natural Language Processing', 'Neural Networks', 'Autonomous Vehicles', 'Speech Recognition']","['AI Ethics', 'Autonomous Vehicles', 'Recommender Systems', 'Machine Learning', 'Deep Learning', 'Computer Vision', 'Robotics', 'Generative AI', 'Cognitive Computing']","['edX', 'Google AI']","['BigML', 'OpenCV', 'OpenAI GPT', 'Weka', 'Keras', 'Microsoft Azure AI', 'RapidMiner', 'Hugging Face Transformers', 'DataRobot', 'IBM Watson', 'PyTorch', '', 'Scikit-learn', 'Amazon SageMaker', 'Google Cloud AI']"
789147f9-19ed-46c5-89c7-2f69bba5afea,Bengali,Elementary,1,"['Cognitive Computing', 'Speech Recognition', 'Generative AI', 'AI in Education', 'Robotics', 'Reinforcement Learning']","['Neural Networks', 'Computer Vision']","['Stanford Online', 'GitHub', 'edX', 'Google AI', 'DeepLearning.ai', 'Udemy', 'YouTube', 'Harvard Online', 'Coursera', 'Kaggle']","['BigML', 'IBM Watson', 'Keras', 'OpenCV', 'Scikit-learn']"
7937a2ec-700e-4427-b7ac-f3f4d29571b7,German,Middle School,1,"['AI in Finance', 'Recommender Systems', 'Autonomous Vehicles', 'Neural Networks', '', 'Speech Recognition', 'Machine Learning', 'Generative AI']","['Autonomous Vehicles', 'AI in Education', 'AI Planning and Optimization']","['Udemy', 'Coursera', 'GitHub']","['Keras', '']"
798ec70b-9f40-4a9d-b3b5-79afa7955b2f,Korean,Undergraduate Degree,3,"['Expert Systems', 'AI Ethics', 'AI for Games', 'Generative AI', 'Natural Language Processing', 'AI in Finance', 'Recommender Systems', 'AI in Education', 'Autonomous Vehicles', 'Machine Learning', 'AI Planning and Optimization', '', 'Robotics', 'AI in Healthcare', 'Deep Learning', 'Cognitive Computing', 'Computer Vision', 'Neural Networks', 'Speech Recognition']","['Generative AI', 'Deep Learning', 'Reinforcement Learning', '', 'Speech Recognition', 'Computer Vision', 'AI in Finance']",['Coursera'],"['Scikit-learn', 'RapidMiner', 'Google Cloud AI', 'BigML', 'Weka', 'Keras', 'DataRobot', '', 'OpenCV', 'PyTorch', 'TensorFlow', 'OpenAI GPT', 'Hugging Face Transformers', 'Microsoft Azure AI', 'Amazon SageMaker']"
7b3ecf16-90c6-4bc6-ab60-80dc80a7b340,Dutch,High School,0,"['Generative AI', 'Speech Recognition', 'Robotics', 'AI in Education', 'Cognitive Computing', 'Autonomous Vehicles', 'Expert Systems', 'Machine Learning', 'AI in Finance', 'Reinforcement Learning', 'AI in Healthcare', 'Natural Language Processing', 'AI Ethics', 'Deep Learning', 'Computer Vision', 'Recommender Systems', 'Neural Networks', 'AI for Games']",['AI in Finance'],"['Harvard Online', 'YouTube']","['Hugging Face Transformers', 'TensorFlow', 'Keras', 'Weka', 'IBM Watson', 'DataRobot']"
80b7bbc6-371e-49d2-9936-bd58f54974be,English,University,2,"['Autonomous Vehicles', 'Robotics', 'Cognitive Computing', 'Reinforcement Learning', 'AI in Healthcare', 'Generative AI', 'AI Planning and Optimization', 'Expert Systems', 'Computer Vision', 'Neural Networks', '']","['AI in Education', 'Expert Systems', 'AI Ethics', 'AI in Healthcare', 'AI in Finance', 'Reinforcement Learning']","['', 'Google AI', 'Harvard Online', 'GitHub', 'Coursera', 'Kaggle', 'MIT OpenCourseWare', 'YouTube', 'DeepLearning.ai']","['DataRobot', 'Keras', 'Weka', 'Scikit-learn', 'PyTorch']"
8200e175-e43a-4508-967c-7cffb5647e26,Vietnamese,High School,0,"['Reinforcement Learning', 'AI in Finance', 'Autonomous Vehicles', 'Robotics', 'Computer Vision', 'Expert Systems', 'AI in Healthcare', 'Machine Learning', 'Neural Networks', 'Generative AI']",['Neural Networks'],"['edX', 'DeepLearning.ai', 'MIT OpenCourseWare', 'Kaggle', 'YouTube', 'Coursera']","['PyTorch', 'Microsoft Azure AI', 'TensorFlow', 'Hugging Face Transformers', '']"
833c3ae3-76d5-4235-93a1-d8cb06f7f1bb,Spanish,Middle School,1,"['AI in Finance', 'Neural Networks', 'AI for Games', 'Deep Learning', 'Expert Systems', 'Speech Recognition', 'Machine Learning', 'Autonomous Vehicles', 'Generative AI', 'AI Ethics', 'AI in Healthcare', 'Recommender Systems']","['Machine Learning', 'Neural Networks', 'Speech Recognition']","['YouTube', 'Coursera', 'edX', 'GitHub', 'DeepLearning.ai', 'Stanford Online', 'Kaggle', 'Udemy', 'Harvard Online']","['Keras', 'Weka', 'PyTorch', 'Microsoft Azure AI', 'OpenCV']"
83f5cbb8-9cd6-4b00-aa11-8ea9c73755ed,Arabic,Undergraduate Degree,3,"['Computer Vision', 'AI Planning and Optimization', 'Cognitive Computing', 'Generative AI']","['Reinforcement Learning', '', 'AI in Education', 'Recommender Systems', 'Expert Systems', 'Computer Vision', 'AI for Games', 'AI in Healthcare']","['Google AI', 'Kaggle', '', 'edX', 'MIT OpenCourseWare', 'YouTube', 'Harvard Online', 'Coursera']","['', 'Google Cloud AI', 'PyTorch', 'TensorFlow', 'Hugging Face Transformers', 'Microsoft Azure AI', 'RapidMiner', 'IBM Watson', 'Amazon SageMaker', 'Weka', 'BigML', 'Keras', 'OpenCV', 'OpenAI GPT']"
88051f4c-b3e3-4926-9f87-c09e36e31537,Vietnamese,Middle School,2,"['Computer Vision', 'Cognitive Computing', 'AI Planning and Optimization', 'Reinforcement Learning', 'Speech Recognition']","['Reinforcement Learning', 'AI in Finance', 'Generative AI', 'AI in Healthcare']","['GitHub', '', 'DeepLearning.ai', 'YouTube', 'Coursera', 'edX']","['Hugging Face Transformers', 'BigML', 'Weka', 'Amazon SageMaker']"
88e1ce39-6402-4ed5-ac3f-5ea48fa96ae2,Japanese,Middle School,2,"['Cognitive Computing', 'Computer Vision', 'Recommender Systems', 'Expert Systems', 'AI in Finance', 'Robotics', 'Deep Learning']","['AI in Education', 'AI in Finance', '', 'Speech Recognition']","['', 'YouTube', 'DeepLearning.ai', 'Stanford Online', 'Udemy', 'Harvard Online', 'GitHub', 'Kaggle', 'edX', 'MIT OpenCourseWare']","['RapidMiner', 'Keras', 'PyTorch', 'Weka', 'OpenCV', 'Scikit-learn', 'Amazon SageMaker', 'DataRobot', 'Google Cloud AI', 'OpenAI GPT', 'TensorFlow', '']"
8b4574f2-3e10-4b8d-86ee-088c0f162f5a,Hindi,Master Degree,4,"['AI in Healthcare', 'AI Planning and Optimization', 'Natural Language Processing', 'Cognitive Computing', 'AI for Games', 'AI in Finance', 'Speech Recognition', 'Computer Vision']","['Natural Language Processing', 'AI in Finance', 'Robotics', 'AI Planning and Optimization', 'AI in Education', 'AI Ethics', 'Speech Recognition', 'Expert Systems', '']","['Kaggle', 'YouTube', 'Udemy', 'MIT OpenCourseWare', 'Coursera', 'Stanford Online', 'GitHub', '']","['Google Cloud AI', 'DataRobot', 'PyTorch', 'OpenAI GPT']"
8b6698fb-0783-421d-87dd-98fce3636c77,Turkish,Master Degree,4,"['Deep Learning', 'Natural Language Processing', 'Generative AI', 'AI Ethics', 'Expert Systems', 'Cognitive Computing', 'AI for Games', 'Autonomous Vehicles', 'AI in Education', 'Speech Recognition']","['Generative AI', 'Recommender Systems', 'AI for Games', 'Autonomous Vehicles', 'AI in Education', 'AI Planning and Optimization', 'Computer Vision', 'Robotics', 'Reinforcement Learning']","['Google AI', 'Harvard Online', 'Kaggle', 'DeepLearning.ai', 'Stanford Online']","['RapidMiner', 'DataRobot', 'TensorFlow', 'Hugging Face Transformers', 'Google Cloud AI', 'OpenAI GPT', 'Amazon SageMaker', 'PyTorch', 'BigML', 'Microsoft Azure AI', '', 'Scikit-learn']"
95f52119-c385-4a6e-add5-40d0481acd3e,Russian,Undergraduate Degree,3,"['AI Ethics', 'Speech Recognition', 'AI in Education', 'AI in Finance', '', 'AI Planning and Optimization', 'Robotics', 'Natural Language Processing', 'Computer Vision', 'Recommender Systems', 'Machine Learning', 'Generative AI', 'Neural Networks', 'Expert Systems']","['', 'AI in Education', 'AI for Games', 'Deep Learning', 'Natural Language Processing', 'Robotics', 'AI in Healthcare']","['Udemy', 'GitHub']","['Hugging Face Transformers', 'TensorFlow', 'Google Cloud AI']"
979b1d4e-d653-4589-b0a0-cce3834badae,Turkish,Undergraduate Degree,3,['Expert Systems'],"['Speech Recognition', 'AI Planning and Optimization', 'Cognitive Computing', 'AI in Healthcare', 'Recommender Systems', 'Robotics', '', 'AI Ethics']","['Udemy', 'GitHub', 'Coursera', 'Harvard Online', 'MIT OpenCourseWare', '', 'DeepLearning.ai', 'edX', 'Stanford Online', 'Kaggle']","['Hugging Face Transformers', 'PyTorch', 'DataRobot', 'Google Cloud AI', 'RapidMiner']"
982b9a15-5598-4935-941d-08bacf5f8ed8,Greek,Undergraduate Degree,3,"['AI Ethics', 'AI Planning and Optimization', 'Autonomous Vehicles', 'AI in Finance']","['AI for Games', 'AI in Finance', 'AI Ethics', 'Deep Learning', 'Computer Vision', 'Neural Networks', 'AI Planning and Optimization']",['YouTube'],"['DataRobot', 'PyTorch', 'Hugging Face Transformers', 'OpenCV', 'Google Cloud AI', '', 'Scikit-learn', 'Keras', 'Weka', 'RapidMiner', 'TensorFlow', 'Microsoft Azure AI', 'BigML', 'IBM Watson']"
98b004d2-a6e8-457c-aeda-383d43e1c95b,Portuguese,Elementary,1,"['AI for Games', 'Speech Recognition', 'Reinforcement Learning', 'Expert Systems', 'Machine Learning', '', 'Neural Networks', 'Generative AI', 'AI Planning and Optimization']","['Natural Language Processing', 'Machine Learning']","['Harvard Online', 'Google AI', 'YouTube', 'GitHub']","['OpenCV', '', 'IBM Watson', 'Keras', 'Amazon SageMaker']"
99e49925-9805-49e7-a5c4-f79656b2dfdb,French,Middle School,1,"['Robotics', 'Reinforcement Learning', 'AI in Education', 'Speech Recognition', 'AI in Finance', 'Deep Learning']","['Speech Recognition', 'AI Planning and Optimization', '']","['Kaggle', 'Harvard Online', 'Coursera', '', 'edX', 'MIT OpenCourseWare']","['Amazon SageMaker', 'RapidMiner', 'Keras', 'PyTorch', 'Weka', 'OpenCV']"
9bd6d582-b554-464e-bc11-b79c5e782edd,French,University,2,"['Neural Networks', 'Cognitive Computing', 'Speech Recognition', 'AI for Games', 'Expert Systems', 'Deep Learning', 'Autonomous Vehicles', 'AI Ethics', 'Natural Language Processing', 'Machine Learning', 'AI in Healthcare', 'Recommender Systems', '', 'Generative AI', 'AI in Education', 'Robotics']","['Natural Language Processing', 'Deep Learning', 'Speech Recognition', 'Generative AI', 'Expert Systems', 'AI in Education']","['GitHub', 'MIT OpenCourseWare', 'Kaggle']","['PyTorch', 'OpenCV', 'IBM Watson', 'DataRobot', 'Scikit-learn', 'Google Cloud AI', 'Amazon SageMaker', 'Hugging Face Transformers', 'Weka', 'Keras', 'RapidMiner', 'OpenAI GPT', 'TensorFlow']"
9d0a5455-f4e4-42b6-aad1-352a16d3c474,Korean,Elementary,1,"['Deep Learning', 'Machine Learning', 'Generative AI', 'Neural Networks', 'Speech Recognition', 'Reinforcement Learning']","['AI in Finance', 'Cognitive Computing']","['Harvard Online', 'Stanford Online']","['Weka', 'Keras', 'OpenCV', '', 'Scikit-learn']"
9d69f4c9-28fb-4f53-a69b-105fdd18b51c,Thai,Undergraduate Degree,3,"['Autonomous Vehicles', 'AI for Games', 'AI Ethics', 'Natural Language Processing', 'Generative AI', 'Machine Learning', 'Neural Networks', 'AI in Education', 'Recommender Systems', 'Cognitive Computing', 'AI in Finance', 'Speech Recognition', 'Reinforcement Learning', 'Deep Learning', 'Computer Vision', '', 'Robotics', 'AI in Healthcare', 'AI Planning and Optimization']","['Autonomous Vehicles', 'AI in Finance', 'Cognitive Computing', 'Machine Learning', 'Generative AI', '', 'AI in Education', 'AI Planning and Optimization']","['Google AI', 'MIT OpenCourseWare', 'Coursera', 'Udemy', 'DeepLearning.ai']","['Hugging Face Transformers', 'PyTorch', 'Keras', 'Google Cloud AI', 'Amazon SageMaker', 'Microsoft Azure AI', 'RapidMiner']"
a4c74a6e-572b-4f97-b130-9d141c8c84b2,Hindi,Undergraduate Degree,3,"['Natural Language Processing', 'Deep Learning', 'Machine Learning', 'AI in Healthcare']","['Computer Vision', 'AI Ethics', 'Machine Learning', 'Neural Networks', 'AI Planning and Optimization', 'Natural Language Processing', '']","['Coursera', 'MIT OpenCourseWare', 'DeepLearning.ai']","['Amazon SageMaker', 'Keras', '']"
a598e807-284f-4220-a7be-4de45842e509,Spanish,Middle School,2,"['AI Planning and Optimization', 'Computer Vision', 'Robotics', 'Neural Networks', 'Autonomous Vehicles', 'Speech Recognition', 'AI in Healthcare', 'Generative AI', 'Recommender Systems', 'Deep Learning']","['AI for Games', 'AI Ethics', 'Autonomous Vehicles', '']","['Coursera', '', 'Udemy', 'YouTube', 'Stanford Online', 'Harvard Online']",['OpenAI GPT']
a724d53d-4662-4e58-abc5-835afac23d4a,Polish,University,2,"['', 'Computer Vision', 'Machine Learning', 'AI in Finance', 'AI for Games', 'Deep Learning', 'Reinforcement Learning', 'AI Ethics', 'AI in Healthcare', 'Neural Networks', 'Natural Language Processing', 'AI in Education', 'Speech Recognition', 'Autonomous Vehicles', 'Recommender Systems', 'AI Planning and Optimization', 'Expert Systems', 'Robotics']","['Robotics', 'AI in Education', 'Recommender Systems', 'AI for Games', 'Cognitive Computing', 'Natural Language Processing']","['Stanford Online', 'MIT OpenCourseWare', 'Coursera', 'Udemy', 'DeepLearning.ai', 'YouTube', 'Kaggle', 'Harvard Online', 'edX', '']","['RapidMiner', 'IBM Watson']"
a78a2e1b-1655-468f-8a88-b144f45d981c,Vietnamese,Master Degree,4,"['AI in Education', '', 'Speech Recognition']","['Autonomous Vehicles', 'AI Ethics', 'Reinforcement Learning', 'Recommender Systems', '', 'Natural Language Processing', 'Generative AI', 'Cognitive Computing', 'AI for Games']","['', 'DeepLearning.ai', 'Stanford Online', 'MIT OpenCourseWare', 'Coursera', 'Kaggle', 'edX', 'Harvard Online', 'YouTube', 'GitHub']","['Google Cloud AI', 'Amazon SageMaker', 'PyTorch', '', 'Microsoft Azure AI', 'OpenCV', 'Keras']"
a82a6cb8-c4c3-4c40-ba81-25fa10006253,Spanish,Master Degree,4,"['', 'Natural Language Processing', 'Expert Systems', 'AI in Finance', 'AI for Games', 'AI Planning and Optimization', 'AI Ethics', 'Recommender Systems']","['Machine Learning', 'AI Planning and Optimization', 'Computer Vision', 'Autonomous Vehicles', '', 'Generative AI', 'Expert Systems', 'Speech Recognition', 'Neural Networks']",['YouTube'],"['Scikit-learn', 'BigML', 'Hugging Face Transformers']"
a8d07b69-6d54-4d4e-a17c-75e2c5554394,Turkish,Undergraduate Degree,3,"['Natural Language Processing', 'Recommender Systems', 'Machine Learning', 'AI in Finance', 'AI in Healthcare', 'Neural Networks', 'Computer Vision', '', 'AI in Education', 'AI Ethics', 'Robotics', 'AI Planning and Optimization', 'Deep Learning', 'Generative AI', 'Cognitive Computing', 'Expert Systems', 'Reinforcement Learning', 'AI for Games', 'Autonomous Vehicles']","['Recommender Systems', 'Cognitive Computing', 'Deep Learning', 'Natural Language Processing', 'AI in Finance', 'Computer Vision', 'Speech Recognition']",['YouTube'],"['Amazon SageMaker', 'OpenCV', 'DataRobot', 'Scikit-learn', 'PyTorch', 'IBM Watson', 'Microsoft Azure AI', 'BigML', 'Weka', '', 'Google Cloud AI', 'OpenAI GPT', 'Keras', 'RapidMiner']"
a91de4a7-5076-41bd-9775-2ee6c6c4fa69,German,University,2,"['Cognitive Computing', 'Machine Learning', 'AI Planning and Optimization', 'Reinforcement Learning', 'AI in Finance', 'Expert Systems', 'Neural Networks', 'AI in Healthcare', 'Autonomous Vehicles', 'Natural Language Processing', 'AI Ethics', 'Speech Recognition', 'Robotics', 'Deep Learning', 'Computer Vision', 'Generative AI', '', 'AI in Education', 'Recommender Systems']","['Machine Learning', 'Deep Learning', '', 'AI in Education', 'Cognitive Computing', 'AI for Games']",['Coursera'],"['IBM Watson', 'PyTorch', '', 'RapidMiner', 'Amazon SageMaker', 'Google Cloud AI', 'Keras', 'Weka', 'OpenAI GPT', 'OpenCV']"
a9352003-91d1-4339-b53d-ac434b91fdd1,German,Middle School,1,"['Natural Language Processing', '', 'Machine Learning']","['Recommender Systems', 'Cognitive Computing', 'Natural Language Processing']","['', 'DeepLearning.ai', 'Udemy']","['Google Cloud AI', 'DataRobot', '', 'OpenCV', 'Hugging Face Transformers', 'Keras', 'Scikit-learn', 'PyTorch']"
ab1481d4-817a-419b-99e1-0c98af123e19,Mandarin,High School,0,"['AI Planning and Optimization', 'AI in Finance', 'Natural Language Processing', '', 'Recommender Systems', 'Machine Learning', 'AI in Education', 'AI in Healthcare', 'Expert Systems', 'Robotics', 'Deep Learning', 'AI for Games', 'Cognitive Computing', 'Neural Networks', 'Autonomous Vehicles']",['AI for Games'],"['MIT OpenCourseWare', 'Coursera', 'Google AI', 'Stanford Online']","['Keras', 'OpenCV', 'RapidMiner', 'Google Cloud AI', 'Amazon SageMaker', 'IBM Watson', 'Microsoft Azure AI', 'Weka', 'DataRobot', 'BigML', 'Hugging Face Transformers']"
af1b57de-9a3c-496a-be9d-50a7b1f75cb1,Dutch,Middle School,1,"['AI for Games', 'Autonomous Vehicles', 'AI in Healthcare', 'Natural Language Processing', 'Speech Recognition', 'AI Ethics', 'Neural Networks', 'Cognitive Computing', 'AI in Education', '', 'Reinforcement Learning', 'Recommender Systems', 'Deep Learning', 'AI in Finance', 'Generative AI', 'Computer Vision']","['Natural Language Processing', 'AI Planning and Optimization', 'AI in Education']","['YouTube', 'GitHub', 'Kaggle', 'Udemy', 'Coursera', '', 'Google AI', 'DeepLearning.ai', 'Harvard Online']","['PyTorch', 'OpenCV', 'Keras', 'Google Cloud AI']"
af45cb7d-e817-4089-8e68-29128b8cc8a2,Italian,Undergraduate Degree,3,"['Natural Language Processing', 'Recommender Systems', 'AI Planning and Optimization', 'Computer Vision', 'Expert Systems', 'Speech Recognition', '', 'Machine Learning', 'AI in Healthcare', 'Reinforcement Learning', 'Robotics', 'AI Ethics', 'Generative AI', 'Cognitive Computing']","['Robotics', 'AI Ethics', '', 'Reinforcement Learning', 'Natural Language Processing', 'Expert Systems', 'Neural Networks']","['Stanford Online', 'YouTube', 'Udemy', 'MIT OpenCourseWare', '']","['TensorFlow', 'Amazon SageMaker', 'Hugging Face Transformers', 'DataRobot', 'RapidMiner', 'IBM Watson', 'Keras', 'Google Cloud AI', 'Scikit-learn', 'Weka', 'BigML', 'Microsoft Azure AI']"
b55b1cb8-e217-4aaa-aa2c-4b932d915692,Vietnamese,University,2,"['Computer Vision', 'AI for Games']","['Computer Vision', '', 'Machine Learning', 'Autonomous Vehicles', 'Speech Recognition', 'Expert Systems']","['Kaggle', 'edX', 'YouTube']","['BigML', 'DataRobot']"
b702a1d4-fdd9-4ec2-808a-404a80cb732d,Swedish,High School,0,"['Machine Learning', 'Recommender Systems']",['Cognitive Computing'],"['Harvard Online', 'Google AI', 'DeepLearning.ai', 'YouTube', 'Kaggle', 'Udemy']","['Hugging Face Transformers', 'RapidMiner', 'TensorFlow', '', 'Scikit-learn', 'Weka', 'Google Cloud AI', 'Microsoft Azure AI', 'DataRobot', 'PyTorch', 'BigML', 'OpenAI GPT', 'IBM Watson', 'OpenCV', 'Keras']"
b927a967-2284-43c1-963a-ebe4a3af1869,German,Undergraduate Degree,3,"['Generative AI', '', 'Recommender Systems', 'Speech Recognition', 'AI Planning and Optimization', 'Expert Systems', 'Neural Networks', 'Computer Vision', 'AI in Healthcare', 'Reinforcement Learning', 'Cognitive Computing', 'Autonomous Vehicles', 'Robotics', 'AI Ethics', 'AI in Education', 'Natural Language Processing', 'AI in Finance', 'Machine Learning', 'AI for Games']","['Robotics', 'AI in Healthcare', 'Cognitive Computing', 'AI for Games', 'Natural Language Processing', 'Generative AI', 'AI in Education']","['MIT OpenCourseWare', 'Harvard Online', 'YouTube', 'edX', '', 'Google AI', 'Coursera', 'Stanford Online', 'GitHub']","['Google Cloud AI', 'Hugging Face Transformers', 'RapidMiner', 'IBM Watson', 'Weka', '', 'OpenAI GPT']"
bc1abad6-c223-4c4d-8579-eaeed1fa1679,Portuguese,Undergraduate Degree,3,"['Natural Language Processing', 'Robotics', 'Cognitive Computing', 'Recommender Systems', 'AI for Games', '', 'Expert Systems', 'AI in Healthcare', 'Autonomous Vehicles', 'AI in Finance', 'AI in Education', 'Computer Vision', 'Machine Learning', 'AI Planning and Optimization', 'AI Ethics', 'Deep Learning']","['AI Planning and Optimization', 'Natural Language Processing', 'Cognitive Computing', 'AI Ethics', 'Expert Systems', 'Speech Recognition', 'Reinforcement Learning']","['Kaggle', '', 'MIT OpenCourseWare', 'edX', 'GitHub', 'Udemy', 'DeepLearning.ai', 'Coursera', 'Google AI', 'Harvard Online']",['RapidMiner']
bf3b4193-a039-42fe-91bf-5256ddcf8987,English,High School,0,"['AI Planning and Optimization', 'Robotics', 'Computer Vision']",['Recommender Systems'],"['YouTube', 'edX', 'Harvard Online', 'Coursera', 'Kaggle']","['RapidMiner', 'Hugging Face Transformers', 'PyTorch', 'Google Cloud AI', 'Amazon SageMaker', 'BigML', 'Weka', 'Scikit-learn', 'OpenCV']"
c0640470-3350-45aa-808f-d1cd147eafe7,German,Master Degree,4,"['Autonomous Vehicles', 'AI in Finance', 'Cognitive Computing']","['Cognitive Computing', 'Natural Language Processing', 'Recommender Systems', 'AI Planning and Optimization', 'Robotics', 'Computer Vision', 'Expert Systems', 'AI Ethics', 'Autonomous Vehicles']","['Udemy', 'edX', 'GitHub', 'Coursera', '', 'Stanford Online', 'Google AI']","['BigML', 'PyTorch']"
